Player,Team,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 35_level_0
,,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Pierre Kalulu,Juventus,2019-2020,19,Lyon,fr FRA,1. Ligue 1,7th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Pierre Kalulu,Juventus,2020-2021,20,Milan,it ITA,1. Serie A,2nd,13,7,727,8.1,1,1,2,1,0,0,1,0,0.9,0.9,0.7,1.6,18,40,28,0.12,0.12,0.25,0.12,0.25,0.11,0.09,0.20,0.11,0.20,Matches
Pierre Kalulu,Juventus,2021-2022,21,Milan,it ITA,1. Serie A,1st,28,21,1944,21.6,1,2,3,1,0,0,4,0,0.3,0.3,0.6,1.0,21,78,35,0.05,0.09,0.14,0.05,0.14,0.02,0.03,0.05,0.02,0.05,Matches
Pierre Kalulu,Juventus,2022-2023,22,Milan,it ITA,1. Serie A,4th,34,26,2548,28.3,1,0,1,1,0,0,4,0,1.5,1.5,1.2,2.8,52,138,43,0.04,0.00,0.04,0.04,0.04,0.05,0.04,0.10,0.05,0.10,Matches
Pierre Kalulu,Juventus,2023-2024,23,Milan,it ITA,1. Serie A,2nd,9,4,374,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,6,19,11,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
Pierre Kalulu,Juventus,2024-2025,24,Juventus,it ITA,1. Serie A,4th,29,25,2337,26.0,1,0,1,1,0,0,2,1,0.7,0.7,0.5,1.2,48,117,24,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,Matches
Pierre Kalulu,Juventus,2025-2026,25,Juventus,it ITA,1. Serie A,2nd,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
Pierre Kalulu,Juventus,7 Seasons,7 Seasons,3 Clubs,,2 Leagues,,114,84,8020,89.1,4,3,7,4,0,0,11,1,3.5,3.5,3.2,6.8,148,396,144,0.04,0.03,0.08,0.04,0.08,0.04,0.04,0.08,0.04,0.08,
Pierre Kalulu,Juventus,,,,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Pierre Kalulu,Juventus,Milan (4 Seasons),Milan (4 Seasons),Milan (4 Seasons),,1 League,,84,58,5593,62.1,3,3,6,3,0,0,9,0,2.8,2.8,2.7,5.5,97,275,117,0.05,0.05,0.10,0.05,0.10,0.05,0.04,0.09,0.05,0.09,
Pierre Kalulu,Juventus,Juventus (2 Seasons),Juventus (2 Seasons),Juventus (2 Seasons),,1 League,,30,26,2427,27.0,1,0,1,1,0,0,2,1,0.7,0.7,0.6,1.3,51,121,27,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,
Pierre Kalulu,Juventus,Lyon (1 Season),Lyon (1 Season),Lyon (1 Season),,1 League,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Kalulu,Juventus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Kalulu,Juventus,Serie A (6 Seasons),Serie A (6 Seasons),Serie A (6 Seasons),,,,114,84,8020,89.1,4,3,7,4,0,0,11,1,3.5,3.5,3.2,6.8,148,396,144,0.04,0.03,0.08,0.04,0.08,0.04,0.04,0.08,0.04,0.08,
Pierre Kalulu,Juventus,Ligue 1 (1 Season),Ligue 1 (1 Season),Ligue 1 (1 Season),,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
