Player,Team,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 35_level_0
,,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Tjaš Begić,Parma,2023-2024,20,Parma,it ITA,2. Serie B,1st,8,1,249,2.8,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,10,11,18,0.00,0.36,0.36,0.00,0.36,0.07,0.10,0.17,0.07,0.17,Matches
Tjaš Begić,Parma,2024-2025,21,Frosinone,it ITA,2. Serie B,15th,22,12,1069,11.9,1,0,1,1,0,0,4,0,1.8,1.8,0.6,2.4,49,47,73,0.08,0.00,0.08,0.08,0.08,0.15,0.05,0.20,0.15,0.20,Matches
Tjaš Begić,Parma,2025-2026,22,Parma,it ITA,1. Serie A,18th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Tjaš Begić,Parma,3 Seasons,3 Seasons,2 Clubs,,2 Leagues,,30,13,1318,14.6,1,1,2,1,0,0,4,0,2.0,2.0,0.8,2.9,59,58,91,0.07,0.07,0.14,0.07,0.14,0.14,0.06,0.20,0.14,0.20,
Tjaš Begić,Parma,,,,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Tjaš Begić,Parma,Parma (2 Seasons),Parma (2 Seasons),Parma (2 Seasons),,2 Leagues,,8,1,249,2.8,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,10,11,18,0.00,0.36,0.36,0.00,0.36,0.07,0.10,0.17,0.07,0.17,
Tjaš Begić,Parma,Frosinone (1 Season),Frosinone (1 Season),Frosinone (1 Season),,1 League,,22,12,1069,11.9,1,0,1,1,0,0,4,0,1.8,1.8,0.6,2.4,49,47,73,0.08,0.00,0.08,0.08,0.08,0.15,0.05,0.20,0.15,0.20,
Tjaš Begić,Parma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tjaš Begić,Parma,Serie B (2 Seasons),Serie B (2 Seasons),Serie B (2 Seasons),,,,30,13,1318,14.6,1,1,2,1,0,0,4,0,2.0,2.0,0.8,2.9,59,58,91,0.07,0.07,0.14,0.07,0.14,0.14,0.06,0.20,0.14,0.20,
Tjaš Begić,Parma,Serie A (1 Season),Serie A (1 Season),Serie A (1 Season),,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
