Player,Team,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 35_level_0
,,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Samuele Angori,Pisa,2021-2022,17,Torino,it ITA,1. Serie A,10th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Samuele Angori,Pisa,2021-2022,17,Perugia,it ITA,2. Serie B,8th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Samuele Angori,Pisa,2022-2023,18,Perugia,it ITA,2. Serie B,18th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Samuele Angori,Pisa,2022-2023,18,Empoli,it ITA,1. Serie A,14th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Samuele Angori,Pisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuele Angori,Pisa,2024-2025,20,Pisa,it ITA,2. Serie B,2nd,37,25,2357,26.2,2,2,4,2,0,0,4,0,2.8,2.8,5.4,8.2,32,86,101,0.08,0.08,0.15,0.08,0.15,0.11,0.21,0.31,0.11,0.31,Matches
Samuele Angori,Pisa,2025-2026,21,Pisa,it ITA,1. Serie A,12th,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.00,0.00,0.00,0.00,0.02,0.39,0.40,0.02,0.40,Matches
Samuele Angori,Pisa,4 Seasons,4 Seasons,4 Clubs,,2 Leagues,,38,26,2447,27.2,2,2,4,2,0,0,4,0,2.8,2.8,5.8,8.6,32,86,101,0.07,0.07,0.15,0.07,0.15,0.10,0.21,0.32,0.10,0.32,
Samuele Angori,Pisa,,,,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Samuele Angori,Pisa,Pisa (2 Seasons),Pisa (2 Seasons),Pisa (2 Seasons),,2 Leagues,,38,26,2447,27.2,2,2,4,2,0,0,4,0,2.8,2.8,5.8,8.6,32,86,101,0.07,0.07,0.15,0.07,0.15,0.10,0.21,0.32,0.10,0.32,
Samuele Angori,Pisa,Perugia (2 Seasons),Perugia (2 Seasons),Perugia (2 Seasons),,1 League,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuele Angori,Pisa,Torino (1 Season),Torino (1 Season),Torino (1 Season),,1 League,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuele Angori,Pisa,Empoli (1 Season),Empoli (1 Season),Empoli (1 Season),,1 League,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuele Angori,Pisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuele Angori,Pisa,Serie B (3 Seasons),Serie B (3 Seasons),Serie B (3 Seasons),,,,37,25,2357,26.2,2,2,4,2,0,0,4,0,2.8,2.8,5.4,8.2,32,86,101,0.08,0.08,0.15,0.08,0.15,0.11,0.21,0.31,0.11,0.31,
Samuele Angori,Pisa,Serie A (3 Seasons),Serie A (3 Seasons),Serie A (3 Seasons),,,,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.00,0.00,0.00,0.00,0.02,0.39,0.40,0.02,0.40,
