Player,Team,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 35_level_0
,,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Matteo Darmian,Inter,2006-2007,16,Milan,it ITA,1. Serie A,4th,1,0,24,0.3,0,,,0,0,,0,0,,,,,,,,0.00,,,0.00,,,,,,,Matches
Matteo Darmian,Inter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Darmian,Inter,2008-2009,18,Milan,it ITA,1. Serie A,3rd,3,0,41,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
Matteo Darmian,Inter,2009-2010,19,Padova,it ITA,2. Serie B,19th,20,17,1554,17.3,1,0,1,1,0,0,3,0,,,,,,,,0.06,0.00,0.06,0.06,0.06,,,,,,
Matteo Darmian,Inter,2010-2011,20,Palermo,it ITA,1. Serie A,8th,11,6,608,6.8,0,0,0,0,0,0,1,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
Matteo Darmian,Inter,2011-2012,21,Torino,it ITA,2. Serie B,2nd,33,31,2781,30.9,1,2,3,1,0,0,5,0,,,,,,,,0.03,0.06,0.10,0.03,0.10,,,,,,
Matteo Darmian,Inter,2012-2013,22,Torino,it ITA,1. Serie A,16th,30,30,2689,29.9,0,2,2,0,0,0,11,1,,,,,,,,0.00,0.07,0.07,0.00,0.07,,,,,,Matches
Matteo Darmian,Inter,2013-2014,23,Torino,it ITA,1. Serie A,7th,37,37,3285,36.5,0,3,3,0,0,0,5,0,,,,,,,,0.00,0.08,0.08,0.00,0.08,,,,,,Matches
Matteo Darmian,Inter,2014-2015,24,Torino,it ITA,1. Serie A,9th,33,28,2568,28.5,2,1,3,2,0,0,2,0,,,,,,,,0.07,0.04,0.11,0.07,0.11,,,,,,Matches
Matteo Darmian,Inter,2015-2016,25,Manchester Utd,eng ENG,1. Premier League,5th,28,24,1924,21.4,1,0,1,1,0,0,8,0,,,,,,,,0.05,0.00,0.05,0.05,0.05,,,,,,Matches
Matteo Darmian,Inter,2016-2017,26,Manchester Utd,eng ENG,1. Premier League,6th,18,15,1333,14.8,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
Matteo Darmian,Inter,2017-2018,27,Manchester Utd,eng ENG,1. Premier League,2nd,8,5,444,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,7,16,10,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
Matteo Darmian,Inter,2018-2019,28,Manchester Utd,eng ENG,1. Premier League,6th,6,5,443,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,20,18,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02,Matches
Matteo Darmian,Inter,2019-2020,29,Parma,it ITA,1. Serie A,11th,33,30,2685,29.8,1,1,2,1,0,0,6,0,0.8,0.8,0.9,1.7,36,130,95,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.06,0.03,0.06,Matches
Matteo Darmian,Inter,2020-2021,30,Parma,it ITA,1. Serie A,20th,3,2,208,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,7,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Matteo Darmian,Inter,2020-2021,30,Inter,it ITA,1. Serie A,1st,26,14,1160,12.9,3,3,6,3,0,0,4,0,1.5,1.5,0.9,2.4,19,25,79,0.23,0.23,0.47,0.23,0.47,0.12,0.07,0.19,0.12,0.19,Matches
Matteo Darmian,Inter,2021-2022,31,Inter,it ITA,1. Serie A,2nd,25,18,1507,16.7,2,1,3,2,0,0,4,0,0.7,0.7,2.0,2.7,25,51,96,0.12,0.06,0.18,0.12,0.18,0.04,0.12,0.16,0.04,0.16,Matches
Matteo Darmian,Inter,2022-2023,32,Inter,it ITA,1. Serie A,3rd,31,24,2025,22.5,1,2,3,1,0,0,3,0,1.0,1.0,1.9,2.9,22,88,96,0.04,0.09,0.13,0.04,0.13,0.04,0.09,0.13,0.04,0.13,Matches
Matteo Darmian,Inter,2023-2024,33,Inter,it ITA,1. Serie A,1st,33,27,2404,26.7,2,1,3,2,0,0,2,0,1.2,1.2,1.8,3.0,18,72,82,0.07,0.04,0.11,0.07,0.11,0.04,0.07,0.11,0.04,0.11,Matches
Matteo Darmian,Inter,2024-2025,34,Inter,it ITA,1. Serie A,2nd,29,20,1781,19.8,3,2,5,3,0,0,3,0,1.9,1.9,1.5,3.5,14,45,102,0.15,0.10,0.25,0.15,0.25,0.10,0.08,0.18,0.10,0.18,Matches
Matteo Darmian,Inter,2025-2026,35,Inter,it ITA,1. Serie A,1st,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Matteo Darmian,Inter,19 Seasons,19 Seasons,7 Clubs,,3 Leagues,,408,333,29464,327.4,17,18,35,17,0,0,61,2,7.2,7.2,9.3,16.5,149,453,585,0.05,0.06,0.11,0.05,0.11,0.05,0.07,0.12,0.05,0.12,
Matteo Darmian,Inter,,,,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Matteo Darmian,Inter,Inter (6 Seasons),Inter (6 Seasons),Inter (6 Seasons),,1 League,,144,103,8877,98.6,11,9,20,11,0,0,16,0,6.4,6.4,8.2,14.5,98,281,455,0.11,0.09,0.20,0.11,0.20,0.06,0.08,0.15,0.06,0.15,
Matteo Darmian,Inter,Torino (4 Seasons),Torino (4 Seasons),Torino (4 Seasons),,2 Leagues,,133,126,11323,125.8,3,8,11,3,0,0,23,1,,,,,,,,0.02,0.06,0.09,0.02,0.09,,,,,,
Matteo Darmian,Inter,Manchester Utd (4 Seasons),Manchester Utd (4 Seasons),Manchester Utd (4 Seasons),,1 League,,60,49,4144,46.0,1,0,1,1,0,0,11,0,0.1,0.1,0.1,0.2,14,36,28,0.02,0.00,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,
Matteo Darmian,Inter,Parma (2 Seasons),Parma (2 Seasons),Parma (2 Seasons),,1 League,,36,32,2893,32.1,1,1,2,1,0,0,7,0,0.8,0.8,1.0,1.8,37,136,102,0.03,0.03,0.06,0.03,0.06,0.02,0.03,0.05,0.02,0.05,
Matteo Darmian,Inter,Milan (2 Seasons),Milan (2 Seasons),Milan (2 Seasons),,1 League,,4,0,65,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,
Matteo Darmian,Inter,Padova (1 Season),Padova (1 Season),Padova (1 Season),,1 League,,20,17,1554,17.3,1,0,1,1,0,0,3,0,,,,,,,,0.06,0.00,0.06,0.06,0.06,,,,,,
Matteo Darmian,Inter,Palermo (1 Season),Palermo (1 Season),Palermo (1 Season),,1 League,,11,6,608,6.8,0,0,0,0,0,0,1,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,
Matteo Darmian,Inter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Darmian,Inter,Serie A (13 Seasons),Serie A (13 Seasons),Serie A (13 Seasons),,,,295,236,20985,233.2,14,16,30,14,0,0,42,2,7.1,7.1,9.2,16.3,135,417,557,0.06,0.07,0.13,0.06,0.13,0.05,0.07,0.12,0.05,0.12,
Matteo Darmian,Inter,Premier League (4 Seasons),Premier League (4 Seasons),Premier League (4 Seasons),,,,60,49,4144,46.0,1,0,1,1,0,0,11,0,0.1,0.1,0.1,0.2,14,36,28,0.02,0.00,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,
Matteo Darmian,Inter,Serie B (2 Seasons),Serie B (2 Seasons),Serie B (2 Seasons),,,,53,48,4335,48.2,2,2,4,2,0,0,8,0,,,,,,,,0.04,0.04,0.08,0.04,0.08,,,,,,
