Player,Team,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 35_level_0
,,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Federico Bernardeschi,Bologna,2013-2014,19,Crotone,it ITA,2. Serie B,6th,38,28,2442,27.1,12,7,19,9,3,3,9,0,,,,,,,,0.44,0.26,0.70,0.33,0.59,,,,,,
Federico Bernardeschi,Bologna,2014-2015,20,Fiorentina,it ITA,1. Serie A,4th,7,1,217,2.4,1,2,3,1,0,0,2,0,,,,,,,,0.41,0.83,1.24,0.41,1.24,,,,,,Matches
Federico Bernardeschi,Bologna,2015-2016,21,Fiorentina,it ITA,1. Serie A,5th,33,25,2272,25.2,2,4,6,2,0,0,6,0,,,,,,,,0.08,0.16,0.24,0.08,0.24,,,,,,Matches
Federico Bernardeschi,Bologna,2016-2017,22,Fiorentina,it ITA,1. Serie A,8th,32,27,2292,25.5,11,4,15,8,3,4,5,1,,,,,,,,0.43,0.16,0.59,0.31,0.47,,,,,,Matches
Federico Bernardeschi,Bologna,2017-2018,23,Juventus,it ITA,1. Serie A,1st,22,7,847,9.4,4,3,7,4,0,0,4,0,2.8,2.8,2.0,4.8,27,40,87,0.43,0.32,0.74,0.43,0.74,0.30,0.22,0.52,0.30,0.52,Matches
Federico Bernardeschi,Bologna,2018-2019,24,Juventus,it ITA,1. Serie A,1st,28,14,1473,16.4,2,3,5,2,0,0,5,1,3.8,3.8,3.4,7.2,58,66,153,0.12,0.18,0.31,0.12,0.31,0.23,0.21,0.44,0.23,0.44,Matches
Federico Bernardeschi,Bologna,2019-2020,25,Juventus,it ITA,1. Serie A,1st,29,19,1571,17.5,1,1,2,1,0,0,6,0,4.4,4.4,3.4,7.9,45,56,126,0.06,0.06,0.11,0.06,0.11,0.25,0.20,0.45,0.25,0.45,Matches
Federico Bernardeschi,Bologna,2020-2021,26,Juventus,it ITA,1. Serie A,4th,27,8,972,10.8,0,2,2,0,0,0,3,0,1.3,1.3,2.8,4.1,37,39,85,0.00,0.19,0.19,0.00,0.19,0.12,0.26,0.38,0.12,0.38,Matches
Federico Bernardeschi,Bologna,2021-2022,27,Juventus,it ITA,1. Serie A,4th,28,16,1475,16.4,1,3,4,1,0,0,5,0,1.5,1.5,1.9,3.4,40,73,111,0.06,0.18,0.24,0.06,0.24,0.09,0.12,0.21,0.09,0.21,Matches
