Player,Team,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 35_level_0
Federico Bernardeschi,Bologna,2022,27,Toronto FC,us USA,1. MLS,27th,13,13,1096,12.2,8,2,10,3,5,5,5,0,6.3,2.3,2.3,4.7,48,49,113,0.66,0.16,0.82,0.25,0.41,0.52,0.19,0.71,0.19,0.38,Matches
Federico Bernardeschi,Bologna,2023,28,Toronto FC,us USA,1. MLS,29th,31,31,2601,28.9,5,2,7,4,1,1,7,1,5.0,4.3,5.6,9.9,117,113,264,0.17,0.07,0.24,0.14,0.21,0.17,0.20,0.37,0.15,0.34,Matches
Federico Bernardeschi,Bologna,2024,29,Toronto FC,us USA,1. MLS,24th,29,28,2457,27.3,8,6,14,8,0,3,13,3,7.6,5.2,6.4,11.5,139,130,289,0.29,0.22,0.51,0.29,0.51,0.28,0.23,0.51,0.19,0.42,Matches
Federico Bernardeschi,Bologna,2025,30,Toronto FC,us USA,1. MLS,24th,15,15,1298,14.4,4,3,7,3,1,1,5,0,3.7,2.9,3.8,6.8,56,62,123,0.28,0.21,0.49,0.21,0.42,0.26,0.27,0.52,0.20,0.47,Matches
Federico Bernardeschi,Bologna,2025-2026,31,Bologna,it ITA,1. Serie A,16th,1,0,11,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,0,1,0.00,0.00,0.00,0.00,0.00,1.06,1.39,2.45,1.06,2.45,Matches
Federico Bernardeschi,Bologna,13 Seasons,13 Seasons,5 Clubs,,3 Leagues,,333,232,21024,233.6,59,42,101,46,13,17,75,6,36.7,28.6,32.0,60.6,568,628,1352,0.25,0.18,0.43,0.20,0.38,0.24,0.21,0.45,0.19,0.40,
Federico Bernardeschi,Bologna,,,,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Federico Bernardeschi,Bologna,Juventus (5 Seasons),Juventus (5 Seasons),Juventus (5 Seasons),,1 League,,134,64,6338,70.4,8,12,20,8,0,0,23,1,13.8,13.8,13.6,27.4,207,274,562,0.11,0.17,0.28,0.11,0.28,0.20,0.19,0.39,0.20,0.39,
Federico Bernardeschi,Bologna,Toronto FC (4 Seasons),Toronto FC (4 Seasons),Toronto FC (4 Seasons),,1 League,,88,87,7452,82.8,25,13,38,18,7,10,30,4,22.7,14.7,18.2,32.9,360,354,789,0.30,0.16,0.46,0.22,0.37,0.27,0.22,0.49,0.18,0.40,
Federico Bernardeschi,Bologna,Fiorentina (3 Seasons),Fiorentina (3 Seasons),Fiorentina (3 Seasons),,1 League,,72,53,4781,53.1,14,10,24,11,3,4,13,1,,,,,,,,0.26,0.19,0.45,0.21,0.40,,,,,,
Federico Bernardeschi,Bologna,Crotone (1 Season),Crotone (1 Season),Crotone (1 Season),,1 League,,38,28,2442,27.1,12,7,19,9,3,3,9,0,,,,,,,,0.44,0.26,0.70,0.33,0.59,,,,,,
Federico Bernardeschi,Bologna,Bologna (1 Season),Bologna (1 Season),Bologna (1 Season),,1 League,,1,0,11,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,0,1,0.00,0.00,0.00,0.00,0.00,1.06,1.39,2.45,1.06,2.45,
Federico Bernardeschi,Bologna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Bernardeschi,Bologna,Serie A (9 Seasons),Serie A (9 Seasons),Serie A (9 Seasons),,,,207,117,11130,123.7,22,22,44,19,3,4,36,2,14.0,14.0,13.8,27.7,208,274,563,0.18,0.18,0.36,0.15,0.33,0.20,0.20,0.39,0.20,0.39,
Federico Bernardeschi,Bologna,MLS (4 Seasons),MLS (4 Seasons),MLS (4 Seasons),,,,88,87,7452,82.8,25,13,38,18,7,10,30,4,22.7,14.7,18.2,32.9,360,354,789,0.30,0.16,0.46,0.22,0.37,0.27,0.22,0.49,0.18,0.40,
Federico Bernardeschi,Bologna,Serie B (1 Season),Serie B (1 Season),Serie B (1 Season),,,,38,28,2442,27.1,12,7,19,9,3,3,9,0,,,,,,,,0.44,0.26,0.70,0.33,0.59,,,,,,
