Player,Team,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 35_level_0
,,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Manu Koné,Roma,2018-2019,17,Toulouse,fr FRA,1. Ligue 1,16th,1,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
Manu Koné,Roma,2019-2020,18,Toulouse,fr FRA,1. Ligue 1,20th,13,11,875,9.7,0,0,0,0,0,0,5,1,0.2,0.2,0.2,0.4,14,25,12,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
Manu Koné,Roma,2020-2021,19,Toulouse,fr FRA,2. Ligue 2,3rd,36,24,2218,24.6,3,1,4,3,0,0,8,0,,,,,,,,0.12,0.04,0.16,0.12,0.16,,,,,,Matches
Manu Koné,Roma,2021-2022,20,Gladbach,de GER,1. Bundesliga,10th,27,26,2183,24.3,2,0,2,2,0,0,10,0,1.5,1.5,0.5,2.0,41,109,36,0.08,0.00,0.08,0.08,0.08,0.07,0.02,0.09,0.07,0.09,Matches
Manu Koné,Roma,2022-2023,21,Gladbach,de GER,1. Bundesliga,10th,30,30,2608,29.0,1,1,2,1,0,0,12,0,1.2,1.2,1.3,2.5,59,166,55,0.03,0.03,0.07,0.03,0.07,0.04,0.05,0.09,0.04,0.09,Matches
Manu Koné,Roma,2023-2024,22,Gladbach,de GER,1. Bundesliga,14th,22,18,1561,17.3,1,0,1,1,0,0,4,1,1.2,1.2,1.2,2.4,42,70,56,0.06,0.00,0.06,0.06,0.06,0.07,0.07,0.14,0.07,0.14,Matches
Manu Koné,Roma,2024-2025,23,Roma,it ITA,1. Serie A,5th,34,31,2572,28.6,2,1,3,2,0,0,6,0,3.4,3.4,1.7,5.0,70,144,50,0.07,0.03,0.10,0.07,0.10,0.12,0.06,0.18,0.12,0.18,Matches
Manu Koné,Roma,2025-2026,24,Roma,it ITA,1. Serie A,6th,1,1,90,1.0,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,2,2,1,0.00,0.00,0.00,0.00,0.00,0.71,0.06,0.77,0.71,0.77,Matches
Manu Koné,Roma,8 Seasons,8 Seasons,3 Clubs,,4 Leagues,,164,142,12175,135.3,9,3,12,9,0,0,45,2,8.2,8.2,4.9,13.1,228,521,213,0.07,0.02,0.09,0.07,0.09,0.07,0.05,0.12,0.07,0.12,
Manu Koné,Roma,,,,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Manu Koné,Roma,Gladbach (3 Seasons),Gladbach (3 Seasons),Gladbach (3 Seasons),,1 League,,79,74,6352,70.6,4,1,5,4,0,0,26,1,3.9,3.9,3.0,6.9,142,345,147,0.06,0.01,0.07,0.06,0.07,0.06,0.04,0.10,0.06,0.10,
Manu Koné,Roma,Toulouse (3 Seasons),Toulouse (3 Seasons),Toulouse (3 Seasons),,2 Leagues,,50,36,3161,35.1,3,1,4,3,0,0,13,1,0.2,0.2,0.2,0.4,14,30,15,0.09,0.03,0.11,0.09,0.11,0.02,0.02,0.04,0.02,0.04,
Manu Koné,Roma,Roma (2 Seasons),Roma (2 Seasons),Roma (2 Seasons),,1 League,,35,32,2662,29.6,2,1,3,2,0,0,6,0,4.1,4.1,1.7,5.8,72,146,51,0.07,0.03,0.10,0.07,0.10,0.14,0.06,0.20,0.14,0.20,
Manu Koné,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
