Player,Team,Season,Age,Squad,Comp,Country,MP,Starts,Starts_pct,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,xAG,npxG,xG+xAG,npxG+xAG,PrgP,PrgC,PrgR,Gls/90,Ast/90,G+A/90,xG/90,xAG/90,xG+xAG/90,xG_diff,xA_diff,Trend,NewLeague,SourceFile,Career_MP,Career_Starts,Career_Min,Career_90s,Career_Gls,Career_Ast,Career_G+A,Career_xG,Career_xAG,Career_xG+xAG,Career_npxG,Career_npxG+xAG,Career_Gls/90,Career_Ast/90,Career_G+A/90,Career_xG/90,Career_xAG/90,Career_xG+xAG/90
Michele Collocolo,Cremonese,2025-2026,25,Cremonese,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,↘,Yes,serie_a_standard_stats\Cremonese\Michele_Collocolo.csv,127.0,105.0,9153.0,101.7,18.0,11.0,29.0,11.7,10.3,0.0,11.7,22.0,0.18,0.11,0.29,0.11,0.1,0.22
Federico Gatti,Juventus,2025-2026,27,Juventus,1. Serie A,it ITA,1.0,1.0,1.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,↘,No,serie_a_standard_stats\Juventus\Federico_Gatti.csv,116.0,108.0,9421.0,104.7,10.0,2.0,12.0,12.0,4.9,0.0,12.0,16.9,0.1,0.02,0.11,0.11,0.05,0.16
Danilo Veiga,Lecce,2025-2026,22,Lecce,1. Serie A,it ITA,1.0,1.0,1.0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,→,No,serie_a_standard_stats\Lecce\Danilo_Veiga.csv,66.0,45.0,4053.0,45.0,0.0,4.0,4.0,1.5,2.2,0.0,1.5,3.7,0.0,0.09,0.09,0.06,0.08,0.14
Francesco Camarda,Lecce,2025-2026,17,Lecce,1. Serie A,it ITA,1.0,1.0,1.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,→,No,serie_a_standard_stats\Lecce\Francesco_Camarda.csv,13.0,2.0,302.0,3.4,0.0,0.0,0.0,0.6,0.5,0.0,0.6,1.1,0.0,0.0,0.0,0.18,0.16,0.34
Mandela Keita,Parma,2025-2026,23,Parma,1. Serie A,it ITA,1.0,1.0,1.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.0,0.0,↘,No,serie_a_standard_stats\Parma\Mandela_Keita.csv,102.0,77.0,6429.0,71.4,0.0,6.0,6.0,1.1,3.3,0.0,1.1,4.4,0.0,0.08,0.08,0.01,0.05,0.06
Mathias Løvik,Parma,2025-2026,21,Parma,1. Serie A,it ITA,1.0,1.0,1.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,→,No,serie_a_standard_stats\Parma\Mathias_Løvik.csv,69.0,41.0,4039.0,44.9,6.0,5.0,11.0,0.1,0.1,0.0,0.1,0.2,0.13,0.11,0.25,0.07,0.04,0.11
Angeliño,Roma,2025-2026,28,Roma,1. Serie A,it ITA,1.0,1.0,1.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,↘,No,serie_a_standard_stats\Roma\Angeliño.csv,268.0,246.0,21936.0,243.7,13.0,43.0,56.0,11.2,37.5,0.0,11.2,48.7,0.05,0.18,0.23,0.06,0.21,0.27
Jens Odgaard,Bologna,2025-2026,26,Bologna,1. Serie A,it ITA,1.0,1.0,1.0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,↘,No,serie_a_standard_stats\Bologna\Jens_Odgaard.csv,182.0,138.0,11632.0,129.2,37.0,17.0,54.0,38.6,12.4,0.0,35.4,47.8,0.29,0.13,0.42,0.32,0.1,0.43
Nicolò Fagioli,Fiorentina,2025-2026,24,Fiorentina,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,↘,No,serie_a_standard_stats\Fiorentina\Nicolò_Fagioli.csv,101.0,63.0,5783.0,64.3,7.0,14.0,21.0,6.2,8.5,0.0,5.4,13.9,0.11,0.22,0.33,0.1,0.13,0.23
Aarón Martín,Genoa,2025-2026,28,Genoa,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,↘,No,serie_a_standard_stats\Genoa\Aarón_Martín.csv,256.0,230.0,20564.0,228.5,6.0,19.0,25.0,5.7,26.5,0.0,5.0,31.5,0.03,0.08,0.11,0.03,0.13,0.16
Antonio Caracciolo,Pisa,2025-2026,35,Pisa,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,↘,Yes,serie_a_standard_stats\Pisa\Antonio_Caracciolo.csv,387.0,369.0,32652.0,362.8,14.0,9.0,23.0,11.7,5.8,0.0,11.7,17.4,0.04,0.02,0.06,0.05,0.03,0.08
Michel Aebischer,Pisa,2025-2026,28,Pisa,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,→,No,serie_a_standard_stats\Pisa\Michel_Aebischer.csv,228.0,162.0,14157.0,157.3,13.0,22.0,35.0,3.1,2.9,0.0,3.1,6.0,0.08,0.14,0.22,0.06,0.05,0.11
Josh Doig,Sassuolo,2025-2026,23,Sassuolo,1. Serie A,it ITA,1.0,1.0,1.0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,↘,Yes,serie_a_standard_stats\Sassuolo\Josh_Doig.csv,142.0,123.0,10525.0,116.9,4.0,11.0,15.0,3.7,4.4,0.0,3.7,8.1,0.03,0.09,0.13,0.06,0.07,0.13
Nicolò Bertola,Udinese,2025-2026,22,Udinese,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,↘,Yes,serie_a_standard_stats\Udinese\Nicolò_Bertola.csv,47.0,37.0,3344.0,37.2,4.0,1.0,5.0,2.9,2.0,0.0,2.9,4.9,0.11,0.03,0.13,0.08,0.05,0.13
Domagoj Bradarić,Hellas Verona,2025-2026,25,Hellas Verona,1. Serie A,it ITA,1.0,1.0,1.0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,↘,No,serie_a_standard_stats\Hellas_Verona\Domagoj_Bradarić.csv,177.0,133.0,11979.0,133.1,2.0,9.0,11.0,2.5,9.3,0.0,2.5,11.9,0.02,0.07,0.08,0.02,0.08,0.1
Mattia Zaccagni,Lazio,2025-2026,30,Lazio,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,↘,No,serie_a_standard_stats\Lazio\Mattia_Zaccagni.csv,263.0,210.0,17759.0,197.3,42.0,31.0,73.0,33.2,29.1,0.0,29.2,58.3,0.21,0.16,0.37,0.18,0.16,0.34
Pedro,Lazio,2025-2026,38,Lazio,1. Serie A,it ITA,1.0,0.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,↘,No,serie_a_standard_stats\Lazio\Pedro.csv,500.0,305.0,27783.0,308.7,116.0,63.0,179.0,29.6,18.4,0.0,28.0,46.5,0.38,0.2,0.58,0.23,0.15,0.38
Lassana Coulibaly,Lecce,2025-2026,29,Lecce,1. Serie A,it ITA,1.0,1.0,1.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,↘,No,serie_a_standard_stats\Lecce\Lassana_Coulibaly.csv,262.0,205.0,17966.0,199.6,8.0,11.0,19.0,5.8,6.0,0.0,5.8,11.9,0.04,0.06,0.1,0.04,0.04,0.08
Domenico Berardi,Sassuolo,2025-2026,30,Sassuolo,1. Serie A,it ITA,1.0,1.0,1.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,↘,Yes,serie_a_standard_stats\Sassuolo\Domenico_Berardi.csv,381.0,346.0,29659.0,329.5,139.0,97.0,236.0,78.7,48.7,0.0,50.4,99.1,0.42,0.29,0.72,0.38,0.24,0.62
Luca Lipani,Sassuolo,2025-2026,20,Sassuolo,1. Serie A,it ITA,1.0,1.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,↘,Yes,serie_a_standard_stats\Sassuolo\Luca_Lipani.csv,33.0,12.0,1187.0,13.2,1.0,3.0,4.0,1.7,1.6,0.0,1.7,3.3,0.08,0.23,0.3,0.13,0.12,0.25
Tarik Muharemovic,Sassuolo,2025-2026,22,Sassuolo,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,↘,Yes,serie_a_standard_stats\Sassuolo\Tarik_Muharemovic.csv,34.0,27.0,2558.0,28.4,1.0,2.0,3.0,1.3,0.8,0.0,1.3,2.1,0.04,0.07,0.11,0.05,0.03,0.09
Adam Masina,Torino,2025-2026,31,Torino,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,↘,No,serie_a_standard_stats\Torino\Adam_Masina.csv,267.0,215.0,19417.0,215.7,10.0,9.0,19.0,5.2,5.5,0.0,5.2,10.6,0.05,0.04,0.09,0.04,0.04,0.08
Tommaso Pobega,Bologna,2025-2026,26,Bologna,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,↘,No,serie_a_standard_stats\Bologna\Tommaso_Pobega.csv,136.0,96.0,8268.0,91.9,19.0,7.0,26.0,15.5,6.4,0.0,15.3,21.8,0.21,0.08,0.28,0.17,0.07,0.24
Alessandro Deiola,Cagliari,2025-2026,29,Cagliari,1. Serie A,it ITA,1.0,1.0,1.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,↘,No,serie_a_standard_stats\Cagliari\Alessandro_Deiola.csv,224.0,135.0,12004.0,133.4,14.0,8.0,22.0,12.8,6.4,0.0,12.8,19.2,0.1,0.06,0.16,0.12,0.06,0.17
Isak Hien,Atalanta,2025-2026,26,Atalanta,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Atalanta\Isak_Hien.csv,123.0,100.0,9214.0,102.4,2.0,2.0,4.0,1.9,0.3,0.0,1.9,2.2,0.02,0.02,0.04,0.03,0.0,0.03
Kamaldeen Sulemana,Atalanta,2025-2026,23,Atalanta,1. Serie A,it ITA,1.0,0.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Atalanta\Kamaldeen_Sulemana.csv,146.0,85.0,7721.0,85.8,22.0,12.0,34.0,8.5,7.1,0.0,8.5,15.6,0.26,0.14,0.4,0.16,0.14,0.3
Lazar Samardzic,Atalanta,2025-2026,23,Atalanta,1. Serie A,it ITA,1.0,0.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Atalanta\Lazar_Samardzic.csv,135.0,57.0,6120.0,68.0,15.0,10.0,25.0,9.0,13.9,0.0,8.2,22.1,0.22,0.15,0.37,0.13,0.2,0.34
Marco Carnesecchi,Atalanta,2025-2026,25,Atalanta,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Atalanta\Marco_Carnesecchi.csv,178.0,178.0,15946.0,177.2,0.0,3.0,3.0,0.0,1.3,0.0,0.0,1.3,0.0,0.02,0.02,0.0,0.01,0.01
Nikola Krstović,Atalanta,2025-2026,25,Atalanta,1. Serie A,it ITA,1.0,0.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Atalanta\Nikola_Krstović.csv,94.0,71.0,6023.0,66.9,20.0,6.0,26.0,23.7,5.9,0.0,18.9,24.8,0.3,0.1,0.4,0.39,0.1,0.49
Odilon Kossounou,Atalanta,2025-2026,24,Atalanta,1. Serie A,it ITA,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Atalanta\Odilon_Kossounou.csv,135.0,102.0,9377.0,104.2,2.0,4.0,6.0,2.4,3.7,0.0,2.4,6.1,0.02,0.04,0.06,0.02,0.04,0.06
Éderson,Atalanta,2025-2026,26,Atalanta,1. Serie A,it ITA,1.0,0.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Atalanta\Éderson.csv,200.0,161.0,14287.0,158.7,16.0,6.0,22.0,17.5,11.9,0.0,17.5,29.4,0.1,0.04,0.14,0.11,0.08,0.19
Ciro Immobile,Bologna,2025-2026,35,Bologna,1. Serie A,it ITA,1.0,1.0,1.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Bologna\Ciro_Immobile.csv,473.0,396.0,34152.0,379.5,251.0,56.0,307.0,129.0,31.9,0.0,87.2,119.1,0.66,0.15,0.81,0.64,0.16,0.8
Giovanni Fabbian,Bologna,2025-2026,22,Bologna,1. Serie A,it ITA,1.0,0.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Bologna\Giovanni_Fabbian.csv,94.0,54.0,4926.0,54.7,16.0,4.0,20.0,13.5,4.5,0.0,13.5,18.0,0.29,0.07,0.37,0.25,0.08,0.33
Jhon Lucumí,Bologna,2025-2026,27,Bologna,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Bologna\Jhon_Lucumí.csv,229.0,210.0,19199.0,213.3,2.0,3.0,5.0,5.4,2.7,0.0,5.4,8.1,0.01,0.01,0.02,0.03,0.02,0.05
Martin Vitík,Bologna,2025-2026,22,Bologna,1. Serie A,it ITA,1.0,0.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Bologna\Martin_Vitík.csv,110.0,98.0,8950.0,99.4,10.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.0,0.0,0.0
Nadir Zortea,Bologna,2025-2026,26,Bologna,1. Serie A,it ITA,1.0,0.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Bologna\Nadir_Zortea.csv,155.0,106.0,9907.0,110.1,11.0,13.0,24.0,5.4,13.8,0.0,5.4,19.2,0.1,0.12,0.22,0.05,0.13,0.17
Nicolò Casale,Bologna,2025-2026,27,Bologna,1. Serie A,it ITA,1.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Bologna\Nicolò_Casale.csv,148.0,121.0,10982.0,122.0,2.0,3.0,5.0,5.5,2.8,0.0,5.5,8.2,0.02,0.02,0.04,0.04,0.02,0.07
Remo Freuler,Bologna,2025-2026,33,Bologna,1. Serie A,it ITA,1.0,1.0,1.0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Bologna\Remo_Freuler.csv,376.0,349.0,30656.0,340.6,30.0,33.0,63.0,15.7,18.1,0.0,15.7,33.8,0.09,0.1,0.18,0.07,0.08,0.14
Łukasz Skorupski,Bologna,2025-2026,34,Bologna,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Bologna\Łukasz_Skorupski.csv,364.0,364.0,32694.0,363.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elia Caprile,Cagliari,2025-2026,23,Cagliari,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Cagliari\Elia_Caprile.csv,83.0,82.0,7435.0,82.6,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Matteo Prati,Cagliari,2025-2026,21,Cagliari,1. Serie A,it ITA,1.0,1.0,1.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Cagliari\Matteo_Prati.csv,59.0,45.0,4078.0,45.3,3.0,2.0,5.0,3.3,2.5,0.0,3.3,5.8,0.07,0.04,0.11,0.07,0.05,0.13
Riyad Idrissi,Cagliari,2025-2026,20,Cagliari,1. Serie A,it ITA,1.0,0.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Cagliari\Riyad_Idrissi.csv,29.0,13.0,1304.0,14.5,1.0,0.0,1.0,0.8,0.8,0.0,0.8,1.7,0.07,0.0,0.07,0.06,0.06,0.12
Ignace Van Der Brempt,Como,2025-2026,23,Como,1. Serie A,it ITA,1.0,1.0,1.0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Como\Ignace_Van_Der_Brempt.csv,95.0,64.0,5643.0,62.7,3.0,6.0,9.0,1.1,1.4,0.0,1.1,2.6,0.05,0.1,0.14,0.05,0.07,0.12
Ivan Smolčić,Como,2025-2026,24,Como,1. Serie A,it ITA,1.0,0.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Como\Ivan_Smolčić.csv,95.0,81.0,7585.0,84.3,1.0,5.0,6.0,0.4,0.1,0.0,0.4,0.6,0.01,0.07,0.09,0.06,0.02,0.08
Jean Butez,Como,2025-2026,30,Como,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Como\Jean_Butez.csv,186.0,185.0,16688.0,185.4,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas-Gerrit Kühn,Como,2025-2026,25,Como,1. Serie A,it ITA,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Como\Nicolas-Gerrit_Kühn.csv,191.0,129.0,11132.0,123.7,34.0,28.0,62.0,0.0,0.0,0.0,0.0,0.0,0.27,0.23,0.5,0.0,0.0,0.0
Sergi Roberto,Como,2025-2026,33,Como,1. Serie A,it ITA,1.0,0.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Como\Sergi_Roberto.csv,336.0,244.0,22237.0,247.1,19.0,38.0,57.0,8.4,14.5,0.0,8.4,22.8,0.08,0.15,0.23,0.07,0.12,0.19
Álex Valle,Como,2025-2026,21,Como,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Como\Álex_Valle.csv,63.0,49.0,4382.0,48.7,0.0,3.0,3.0,0.3,0.7,0.0,0.3,1.0,0.0,0.06,0.06,0.02,0.05,0.08
Alberto Grassi,Cremonese,2025-2026,30,Cremonese,1. Serie A,it ITA,1.0,1.0,1.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Cremonese\Alberto_Grassi.csv,219.0,159.0,13843.0,153.8,6.0,3.0,9.0,8.5,5.4,0.0,8.5,13.8,0.04,0.02,0.06,0.06,0.04,0.1
Antonio Sanabria,Cremonese,2025-2026,29,Cremonese,1. Serie A,it ITA,1.0,0.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Cremonese\Antonio_Sanabria.csv,290.0,201.0,17828.0,198.1,70.0,11.0,81.0,56.1,9.7,0.0,51.4,61.2,0.35,0.06,0.41,0.38,0.07,0.44
David Okereke,Cremonese,2025-2026,27,Cremonese,1. Serie A,it ITA,1.0,1.0,1.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Cremonese\David_Okereke.csv,222.0,137.0,12238.0,136.0,48.0,17.0,65.0,34.4,11.0,0.0,32.9,43.9,0.35,0.13,0.48,0.33,0.11,0.43
