Player,Team,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 35_level_0
,,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Leonardo Spinazzola,Napoli,2012-2013,19,Virtus Lanciano,it ITA,2. Serie B,18th,3,0,29,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,
Leonardo Spinazzola,Napoli,2012-2013,19,Empoli,it ITA,2. Serie B,4th,7,1,159,1.8,1,1,2,1,0,0,0,0,,,,,,,,0.57,0.57,1.13,0.57,1.13,,,,,,
Leonardo Spinazzola,Napoli,2013-2014,20,Siena,it ITA,2. Serie B,9th,24,14,1463,16.3,1,3,4,1,0,0,2,0,,,,,,,,0.06,0.18,0.25,0.06,0.25,,,,,,
Leonardo Spinazzola,Napoli,2014-2015,21,Vicenza,it ITA,2. Serie B,3rd,10,2,335,3.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
Leonardo Spinazzola,Napoli,2014-2015,21,Atalanta,it ITA,1. Serie A,17th,2,0,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
Leonardo Spinazzola,Napoli,2015-2016,22,Perugia,it ITA,2. Serie B,10th,34,26,2428,27.0,0,1,1,0,0,0,6,0,,,,,,,,0.00,0.04,0.04,0.00,0.04,,,,,,Matches
Leonardo Spinazzola,Napoli,2016-2017,23,Atalanta,it ITA,1. Serie A,4th,30,28,2496,27.7,0,4,4,0,0,0,2,0,,,,,,,,0.00,0.14,0.14,0.00,0.14,,,,,,Matches
Leonardo Spinazzola,Napoli,2017-2018,24,Atalanta,it ITA,1. Serie A,7th,18,17,1503,16.7,0,3,3,0,0,0,1,0,0.6,0.6,1.8,2.4,93,78,108,0.00,0.18,0.18,0.00,0.18,0.04,0.11,0.14,0.04,0.14,Matches
Leonardo Spinazzola,Napoli,2018-2019,25,Juventus,it ITA,1. Serie A,1st,10,6,601,6.7,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1.1,60,33,65,0.00,0.15,0.15,0.00,0.15,0.05,0.12,0.17,0.05,0.17,Matches
