Player,Team,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 23_level_0
,,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Mihai Popa,Torino,2019-2020,18,Astra Giurgiu,ro ROU,1. Liga I,3rd,0,0,,,,,,,,,,,,,,,,Matches
Mihai Popa,Torino,2020-2021,19,Astra Giurgiu,ro ROU,1. Liga I,15th,13,11,1099,12.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Mihai Popa,Torino,2021-2022,20,Voluntari,ro ROU,1. Liga I,4th,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Mihai Popa,Torino,2022-2023,21,Voluntari,ro ROU,1. Liga I,9th,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Mihai Popa,Torino,2023-2024,22,Torino,it ITA,1. Serie A,9th,0,0,,,,,,,,,,,,,,,,Matches
Mihai Popa,Torino,2024-2025,23,CFR Cluj,ro ROU,1. Liga I,2nd,11,11,990,11.0,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches
Mihai Popa,Torino,2025-2026,24,Torino,it ITA,1. Serie A,20th,0,0,,,,,,,,,,,,,,,,Matches
Mihai Popa,Torino,7 Seasons,7 Seasons,4 Clubs,,2 Leagues,,96,94,8569,95.2,0,1,1,0,0,0,9,0,0.00,0.01,0.01,0.00,0.01,
Mihai Popa,Torino,,,,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Mihai Popa,Torino,Voluntari (2 Seasons),Voluntari (2 Seasons),Voluntari (2 Seasons),,1 League,,72,72,6480,72.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,
Mihai Popa,Torino,Astra Giurgiu (2 Seasons),Astra Giurgiu (2 Seasons),Astra Giurgiu (2 Seasons),,1 League,,13,11,1099,12.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,
Mihai Popa,Torino,Torino (2 Seasons),Torino (2 Seasons),Torino (2 Seasons),,1 League,,0,0,,,,,,,,,,,,,,,,
Mihai Popa,Torino,CFR Cluj (1 Season),CFR Cluj (1 Season),CFR Cluj (1 Season),,1 League,,11,11,990,11.0,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,
Mihai Popa,Torino,,,,,,,,,,,,,,,,,,,,,,,,
Mihai Popa,Torino,Liga I (5 Seasons),Liga I (5 Seasons),Liga I (5 Seasons),,,,96,94,8569,95.2,0,1,1,0,0,0,9,0,0.00,0.01,0.01,0.00,0.01,
Mihai Popa,Torino,Serie A (2 Seasons),Serie A (2 Seasons),Serie A (2 Seasons),,,,0,0,,,,,,,,,,,,,,,,
