Player,Team,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 35_level_0
,,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Charles De Ketelaere,Atalanta,2019-2020,18,Club Brugge,be BEL,1. First Division A,1st,13,8,768,8.5,1,1,2,1,0,0,0,0,2.3,2.3,0.9,3.2,25,28,86,0.12,0.12,0.23,0.12,0.23,0.27,0.11,0.38,0.27,0.38,Matches
Charles De Ketelaere,Atalanta,2020-2021,19,Club Brugge,be BEL,1. First Division A,1st,32,20,2001,22.2,3,4,7,3,0,0,0,0,4.6,4.6,5.4,10.0,91,114,310,0.13,0.18,0.31,0.13,0.31,0.21,0.24,0.45,0.21,0.45,Matches
Charles De Ketelaere,Atalanta,2021-2022,20,Club Brugge,be BEL,1. First Division A,2nd,33,31,2725,30.3,14,6,20,14,0,0,4,0,12.2,12.2,9.3,21.4,96,164,347,0.46,0.20,0.66,0.46,0.66,0.40,0.31,0.71,0.40,0.71,Matches
Charles De Ketelaere,Atalanta,2022-2023,21,Milan,it ITA,1. Serie A,4th,32,9,1116,12.4,0,1,1,0,0,0,2,0,2.0,2.0,2.0,4.0,45,59,69,0.00,0.08,0.08,0.00,0.08,0.16,0.16,0.32,0.16,0.32,Matches
Charles De Ketelaere,Atalanta,2023-2024,22,Atalanta,it ITA,1. Serie A,4th,35,25,2026,22.5,10,8,18,9,1,1,1,0,7.1,6.3,6.1,12.4,88,126,219,0.44,0.36,0.80,0.40,0.76,0.31,0.27,0.59,0.28,0.55,Matches
Charles De Ketelaere,Atalanta,2024-2025,23,Atalanta,it ITA,1. Serie A,3rd,36,25,2070,23.0,7,7,14,7,0,0,1,0,7.3,7.3,6.0,13.2,108,140,211,0.30,0.30,0.61,0.30,0.61,0.32,0.26,0.57,0.32,0.57,Matches
Charles De Ketelaere,Atalanta,2025-2026,24,Atalanta,it ITA,1. Serie A,9th,1,1,83,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,14,13,0.00,0.00,0.00,0.00,0.00,0.13,0.02,0.15,0.13,0.15,Matches
Charles De Ketelaere,Atalanta,7 Seasons,7 Seasons,3 Clubs,,2 Leagues,,182,119,10789,119.9,35,27,62,34,1,1,8,0,35.6,34.8,29.7,64.5,460,645,1255,0.29,0.23,0.52,0.28,0.51,0.30,0.25,0.54,0.29,0.54,
Charles De Ketelaere,Atalanta,,,,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Charles De Ketelaere,Atalanta,Club Brugge (3 Seasons),Club Brugge (3 Seasons),Club Brugge (3 Seasons),,1 League,,78,59,5494,61.0,18,11,29,18,0,0,4,0,19.1,19.0,15.6,34.7,212,306,743,0.29,0.18,0.48,0.29,0.48,0.31,0.26,0.57,0.31,0.57,
Charles De Ketelaere,Atalanta,Atalanta (3 Seasons),Atalanta (3 Seasons),Atalanta (3 Seasons),,1 League,,72,51,4179,46.4,17,15,32,16,1,1,2,0,14.5,13.7,12.1,25.8,203,280,443,0.37,0.32,0.69,0.34,0.67,0.31,0.26,0.57,0.29,0.56,
Charles De Ketelaere,Atalanta,Milan (1 Season),Milan (1 Season),Milan (1 Season),,1 League,,32,9,1116,12.4,0,1,1,0,0,0,2,0,2.0,2.0,2.0,4.0,45,59,69,0.00,0.08,0.08,0.00,0.08,0.16,0.16,0.32,0.16,0.32,
Charles De Ketelaere,Atalanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles De Ketelaere,Atalanta,Serie A (4 Seasons),Serie A (4 Seasons),Serie A (4 Seasons),,,,104,60,5295,58.8,17,16,33,16,1,1,4,0,16.5,15.7,14.1,29.8,248,339,512,0.29,0.27,0.56,0.27,0.54,0.28,0.24,0.52,0.27,0.51,
Charles De Ketelaere,Atalanta,First Division A (3 Seasons),First Division A (3 Seasons),First Division A (3 Seasons),,,,78,59,5494,61.0,18,11,29,18,0,0,4,0,19.1,19.0,15.6,34.7,212,306,743,0.29,0.18,0.48,0.29,0.48,0.31,0.26,0.57,0.31,0.57,
