Player,Team,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 35_level_0
,,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Marco Brescianini,Atalanta,2018-2019,18,Milan,it ITA,1. Serie A,5th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Marco Brescianini,Atalanta,2019-2020,19,Milan,it ITA,1. Serie A,6th,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Marco Brescianini,Atalanta,2020-2021,20,Virtus Entella,it ITA,2. Serie B,20th,29,21,1824,20.3,2,2,4,2,0,0,3,0,1.7,1.7,1.4,3.1,36,49,48,0.10,0.10,0.20,0.10,0.20,0.09,0.07,0.15,0.09,0.15,Matches
Marco Brescianini,Atalanta,2021-2022,21,Monza,it ITA,2. Serie B,4th,5,2,253,2.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,13,9,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
Marco Brescianini,Atalanta,2022-2023,22,Cosenza,it ITA,2. Serie B,17th,37,31,2510,27.9,3,1,4,3,0,0,6,0,1.8,1.8,2.0,3.8,64,67,75,0.11,0.04,0.14,0.11,0.14,0.06,0.07,0.14,0.06,0.14,Matches
Marco Brescianini,Atalanta,2023-2024,23,Frosinone,it ITA,1. Serie A,18th,36,24,2321,25.8,4,2,6,4,0,0,1,0,2.3,2.3,1.6,3.9,46,70,100,0.16,0.08,0.23,0.16,0.23,0.09,0.06,0.15,0.09,0.15,Matches
Marco Brescianini,Atalanta,2024-2025,24,Atalanta,it ITA,1. Serie A,3rd,29,9,991,11.0,4,2,6,4,0,0,1,0,3.1,3.1,1.0,4.1,46,36,69,0.36,0.18,0.54,0.36,0.54,0.28,0.09,0.37,0.28,0.37,Matches
Marco Brescianini,Atalanta,2025-2026,25,Atalanta,it ITA,1. Serie A,9th,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Marco Brescianini,Atalanta,8 Seasons,8 Seasons,6 Clubs,,2 Leagues,,137,87,7924,88.0,13,7,20,13,0,0,12,0,9.1,9.1,6.0,15.1,198,237,301,0.15,0.08,0.23,0.15,0.23,0.10,0.07,0.17,0.10,0.17,
Marco Brescianini,Atalanta,,,,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Marco Brescianini,Atalanta,Atalanta (2 Seasons),Atalanta (2 Seasons),Atalanta (2 Seasons),,1 League,,29,9,991,11.0,4,2,6,4,0,0,1,0,3.1,3.1,1.0,4.1,46,36,69,0.36,0.18,0.54,0.36,0.54,0.28,0.09,0.37,0.28,0.37,
Marco Brescianini,Atalanta,Milan (2 Seasons),Milan (2 Seasons),Milan (2 Seasons),,1 League,,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Marco Brescianini,Atalanta,Cosenza (1 Season),Cosenza (1 Season),Cosenza (1 Season),,1 League,,37,31,2510,27.9,3,1,4,3,0,0,6,0,1.8,1.8,2.0,3.8,64,67,75,0.11,0.04,0.14,0.11,0.14,0.06,0.07,0.14,0.06,0.14,
Marco Brescianini,Atalanta,Frosinone (1 Season),Frosinone (1 Season),Frosinone (1 Season),,1 League,,36,24,2321,25.8,4,2,6,4,0,0,1,0,2.3,2.3,1.6,3.9,46,70,100,0.16,0.08,0.23,0.16,0.23,0.09,0.06,0.15,0.09,0.15,
Marco Brescianini,Atalanta,Virtus Entella (1 Season),Virtus Entella (1 Season),Virtus Entella (1 Season),,1 League,,29,21,1824,20.3,2,2,4,2,0,0,3,0,1.7,1.7,1.4,3.1,36,49,48,0.10,0.10,0.20,0.10,0.20,0.09,0.07,0.15,0.09,0.15,
Marco Brescianini,Atalanta,Monza (1 Season),Monza (1 Season),Monza (1 Season),,1 League,,5,2,253,2.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,13,9,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,
Marco Brescianini,Atalanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Brescianini,Atalanta,Serie A (5 Seasons),Serie A (5 Seasons),Serie A (5 Seasons),,,,66,33,3337,37.1,8,4,12,8,0,0,2,0,5.4,5.4,2.5,7.9,92,108,169,0.22,0.11,0.32,0.22,0.32,0.15,0.07,0.21,0.15,0.21,
Marco Brescianini,Atalanta,Serie B (3 Seasons),Serie B (3 Seasons),Serie B (3 Seasons),,,,71,54,4587,51.0,5,3,8,5,0,0,10,0,3.7,3.7,3.4,7.1,106,129,132,0.10,0.06,0.16,0.10,0.16,0.07,0.07,0.14,0.07,0.14,
